id,product_name,brand,category,description,price,original_price,discount_percent,rating,review_count,stock,image_url
54,Sony WH-1000XM4 Industry Leading ANC Headphones,Sony,Headphones," Offers industry-leading noise cancellation, comfortable soft-fit leather, and a quick-charge feature that gives 3 hours of playback from a 3-minute charge.",22990.0,29990.0,23.3,3.6,4823,151,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR-LpbkhXLd_Zb2ofyjAGBeFHlXk6g2tG8k6gydpP8dL3AXZhFijZNprSCb83v3POYGvZUixCcHVa7CUnWPajDB6ex6ygHqhyHdBWdpXf4z8ETTK50WFbUMJg
55,Lenovo ThinkBook 16 Gen 7 (Core i5 13th Gen),Lenovo,Laptops,"A reliable, large-screen productivity laptop designed for professionals, boasting robust security features and a tactile, comfortable keyboard. [1, 2, 3, 4]",62990.0,78990.0,20.3,3.8,3522,170,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSn-WXaLorbdhEveDnn0HUUY_rfL49R69Q6QAOKouxvJY490NhYN2JSzBiWAXqXSjmdG1tEXbDamDkLeJtmWxczBmW4HI2t
56,"Samsung Galaxy Z Fold6 5G (256GB, AI Foldable)",Samsung,Mobiles,"Samsungs flagship foldable, featuring a massive inner workspace and seamless multitasking capabilities.",164999.0,179999.0,8.3,4.6,3596,164,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS32Ry-0BWg0kx_I86ykZVRyDwzkNbE30M8jUtiwfrrysmiA6UxehQV5m2fuzYA1b7wSZmhaDZ9a_np5LyTC7YjtY9UY9nOwQ
57,Apple AirPods Pro 2nd Gen (MagSafe Case USB-C),Apple,Headphones,"The ultimate wireless earbud choice for iOS mobile users, featuring advanced spatial audio, top-tier noise cancellation, and a comfortable design.",24900.0,24900.0,0.0,3.6,1953,197,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR-LpbkhXLd_Zb2ofyjAGBeFHlXk6g2tG8k6gydpP8dL3AXZhFijZNprSCb83v3POYGvZUixCcHVa7CUnWPajDB6ex6ygHqhyHdBWdpXf4z8ETTK50WFbUMJg
58,Vivo X100 Ultra 5G (Zeiss 200MP Telephoto),Vivo,Mobiles,The ultimate photography smartphone packed with a Zeiss-backed 200-megapixel telephoto sensor and the Snapdragon 8 Elite chip.,119999.0,129999.0,7.7,4.5,4340,192,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcREOmyRAFroVMQtxEZ-HZteIlJxoR35LBnFcXOxqj_Wl7C-szZbgvisv7CTf885mF5uAK3_qdAI3mvbGpd-vtOhOSjQq9sT715Yl_612moHLqz8lerguJ3NV5Q
59,Apple Watch Series 10 (GPS 46mm Aluminium),Apple,Smart Watches,"he premier smartwatch for iOS users, featuring a large always-on Retina display, advanced health metrics like Vitals, and speedy 5G cellular performance",49900.0,49900.0,0.0,3.6,1296,35,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRVema7bbDc79Kgg0Ark7Iqdkb_72iGfTtkLyEHAEvs3mBMogfjyjpp7idSydZUbPZoXHQ9YPzYCy8CnI7NmwSfcSjfs7nv2OKEd4QrrqI9Ol1qXNMkCr3_mImw
60,Xiaomi 14 Ultra Photography Kit Bundle,Xiaomi,Mobiles,"A masterclass in smartphone photography, boasting incredible low-light capabilities and ultra-premium build quality.",109999.0,124999.0,12.0,4.9,3473,86,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS4DtMUn7nXz5xSGONRtK0qbwXc-if48RGb0cSV3w_XIo1-ItgcpyZzPTswmZgUsMLHJ8yIACsGRcsVioh6qv-YviIBYoTTICSZGNydxFh2Ee6gD-eZNUiJ
61,Apple AirPods Max Over-Ear ANC Headphones,Apple,Headphones,"Premium over-ear wireless headphones blending high-fidelity audio, dynamic head-tracking spatial audio, and seamless integration with Apple devices. [1, 2]",59900.0,59900.0,0.0,3.5,2031,22,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSLPl2ibRGQXHPprVatMxFS2REhW2L69u4H_WzPuLBRjIrdN0TjYHcYml16iobI2jfeEWCPa1z0swszEjDDwTUiA2iZn0auNXXFCNzcfxX3bpCw2EWCHtuo9hcU
62,"Oppo Find X8 (256GB, MediaTek Dimensity 9400)",Oppo,Mobiles,"Renowned for its stunning design, smooth color reproduction, and top-tier camera hardware.",69999.0,79999.0,12.5,3.8,3449,15,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ2NTiRFl6gYuMCcIzu4KSuDqGpX4XX1dV7zHgJ3dVsjax3HTxvcZzdW5sw4jIBEXtIwhCSJpG0s1IxGmqZ7q8cgb4J3Q6ZKHdrWq1cKfce__9SZm1ir5tM
63,"Motorola Razr 50 (256GB, 3.6-inch External Screen)",Motorola,Mobiles,"A premium book-style foldable device featuring a brilliant, high-resolution main display. [1, 2]",64999.0,74999.0,13.3,3.7,4203,64,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRufKd1dt95vvljwLunvOcIIJpOu-3kB6Wqs9rdhhNGEiOH_Jmvynf4aQyRbm_tkxVxMO1XFLn3snUILs4PEdI28gI2CYMq5w
64,Apple Watch Ultra 2 (GPS + Cellular 49mm Titanium),Apple,Smart Watches,": Built for extreme outdoor conditions, featuring a rugged titanium case, advanced satellite connectivity, and exceptional battery life. [1, 2, 3, 4, 5]",89900.0,89900.0,0.0,3.6,1475,197,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSMskwygVgKWwLSiL6WWyRT90JC8ctAP30_uGbM_p5Km0LNHPusq2aHGhdBLVGQyRSgxwNmgSTeQOu5M5YeWUEtmqrSoRzm0PWi5CZwVKxdtUwUlSrt4yqeyA
65,Samsung Galaxy Buds3 Pro (AI Blade Lights),Samsung,Headphones,"Engineered for the Samsung ecosystem. They offer rich mobile audio, active noise cancellation, and high-res wireless audio support",17999.0,19999.0,10.0,4.2,4548,75,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRuY_lS47i0bwl_0kVJWaq20pat8ofQRJfuhZlNueQBGQloCnG1UJT76et7gjJQnQc7gFRv0bq8BIiBGw3YHhuLWz9scU4EQZ05krgVrvGlKqIzUVLXkzOaFQ
66,HONOR Magic V3 5G (Ultra-Slim 9.2mm Foldable),Honar,Mobiles,"A sleek, next-generation foldable device offering top-tier processing power",149999.0,169999.0,11.8,4.9,1346,39,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcStvQwp6aK9_oLL7OCZlvshjTM8cICgMp7IWIB-kAVVIEBkCyFmug4XJbJm9tWeXeALs6V_Q_hykbK6KAip8nIDtmoRZ32ymg
67,Apple Watch SE 2nd Gen (GPS 40mm),Apple,Smart Watches,"The ultimate value cellular watch, providing core Apple ecosystem features, fitness tracking, and safety essentials at a competitive price point",29900.0,29900.0,0.0,3.6,1434,161,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQH0uOGbpsAj-9phFuMuYgxzrjHOx5kih-f6199xCNeTwqK5HwRXnnyoIm0EvI6MO6cHFRl8Y1n5uTnbhpd1CPAsA82DR1rOkXEQBuhlpd0ClbhNZWjufqS89E
68,Samsung Galaxy Watch 7 44mm (Bluetooth),Samsung,Smart Watches,": The best all-around option for Android users, offering AI-powered health monitoring, a sleek aluminum build, and a long battery life. [1, 2, 3, 4, 5]",32999.0,35999.0,8.3,4.4,4212,40,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRIpTLrAZiPko2qaoABpQiuZ6_nNVjykeMudprGdWnIxE7P2KaymJ1sRi47tqsrwq9trjNupRDn__dxBmRDKMmF1nvwEMc8
69,Google Pixel Watch 3 45mm (Wi-Fi),Google,Smart Watches,": A deeply AI-integrated smartwatch that uses Fitbit technology for health tracking, now upgraded with better battery life and LTE capabilities",43900.0,43900.0,0.0,3.5,2776,120,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSU0S1vixbsQm1h9mLt--kawBo35HZcd_yNxVp0BE4vQFVCbbNhE6CPfTACQRHo0tQreETL4b3hCNXfH56loUm5scLdU3kFnyBoyZ4pUL6jLOTa9cotxTFaBw
70,Samsung Galaxy Watch Ultra 47mm LTE (Dark Gray),Samsung,Smart Watches,": Samsung's premium rugged device, offering exceptional durability, water resistance, and robust standalone 4G calling features. [1, 2, 3, 4, 5]",59999.0,64999.0,7.7,4.4,1166,123,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTZLikvVP840uu74J4pRllJu_yAeH9R9VCVJZz7fd6Zxa4pDEni4Lg99STAy1MorKe-x6BJVM_ccwmToiQKYte-FUEdYUFvIj1rOeIrjcVyXZc7nSS57ayW2io
71,Sennheiser Momentum 4 Wireless Denim Edition,Sennheiser,Headphones,Known for stellar audio quality and an outstanding 60-hour battery life. Includes adaptive noise cancellation and customizable EQ via the mobile companion app,27990.0,34990.0,20.0,4.3,2646,34,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQplTI4083epk8A7yfjo0ypjyCE_aNgeW4BqWtukEDYwKk0WeFi5MSTOOSKFxFKNFB5y9kZPIBb4ADGhpkGrUkgY5mmGwLjxSXwkv-5Rly0U1eFUcJIksTkew
72,Nubia REDMAGIC 9 Pro 5G (Snapdragon 8 Gen 3),Redmagic,Mobiles,A dedicated gaming beast with advanced cooling tech and maximum refresh rates.,74999.0,84999.0,11.8,4.2,2874,47,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRkIfDe752Gv1N3vtViP4544O1kG5eK4n9Bw8dkEAZwiVzEqLHh-Yun0zseCX-mkHiZxTpdmgVAxUa2eoXnDPoHpouIYEuwanvnUy3eD4swdakY_NB1yWGhSQ
73,CMF by Nothing Neckband Pro (50dB Hybrid ANC),Nothing,Headphones,"A stylish, budget-friendly over-ear option with active noise cancellation, strong bass performance, and high-res codec support",2499.0,3499.0,28.6,4.8,3290,27,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRNkYSAxB7_3DDzpifPqUBv8WYxMfatu7Q670IZdH2Xr3Wx3Xympu592z06Y53wQaaklZh1NUJ3ySglmrYLGe_IZ-GnCQ3x-532k_hdPcJXBC1JfLj4G7pctw
74,"MSI Raider 18 HX Gaming (i9 14900HX, RTX 4090)",Msi,Laptops," A dominant high-end gaming and content creation laptop, propelled by a tip-top Core Ultra 9 processor and fierce graphic rendering capabilities.",369990.0,419990.0,11.9,4.2,4736,122,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRZrojlwV_koGNJl9AdnJvVx84a-C-kXKRT-M2YNUTW151vEHoGcRkuOgqwEXza6tH0_CxnoIsxco8jMpmwW5yHi6aEzq0BvCyUxzmiUiAYrmfyJTsV0wQM
75,"Microsoft Surface Pro 11 Copilot+ (OLED, 16GB)",Microsoft,Laptops,"An ultra-portable kickstand tablet that converts into a full laptop via a detachable keyboard, powered by intelligent AI engines",134999.0,152999.0,11.8,4.3,3938,27,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS2PZoytb2WOwyJoPt2_P35uboRheZpCEIHY8js8NrCN-zyyRIiO1HhhGXh9BCLA6645PDiWc-nQdgjMZ-8Ug52pY9FStV10J9Z8fQ1bDlW-GR2x3Nu0bN_Pi8
76,HP OmniBook Ultra Flip 14 AI 2-in-1 OLED,HP,Laptops,"A sleek, premium convertible that offers supreme flexibility for business and media consumption, easily shifting between modes",159990.0,179990.0,11.1,4.0,3459,13,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS--4KmJDlrOkoec28VJkapUfbCUQ2RzXjOokOmBAgOwNEF34-MeLYustqZVNUAqi0_ELPp7LPUDpLbSieWK2xufX1jtHOt
77,"Samsung Galaxy S24 5G (256GB, 8GB RAM)",Samsung,Mobiles,"A smaller-sized flagship that includes AI-assisted editing tools, a 50MP ProVisual camera, and lasting durability.",79999.0,84999.0,5.9,5.0,4164,53,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ-_K4WuO--SZLxDlXmDtZL9Q2jsNj3AyBN1rb15GunaFaDIlmTqd6sncz3UioI5Mj5sbO3u3o7ky075NLq2CKV0PYAWHG3t3cljVJcJAybnF596XWF7BxdBQ
78,Dell Inspiron 14 Plus 2-in-1 (Intel Core Ultra 7),Dell,Laptops,"Features Intel Core Ultra processors and smart AI-enabled multitasking. It seamlessly switches between laptop, tablet, tent, and stand modes. [1, 2, 3]",99990.0,112990.0,11.5,4.6,2831,89,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTkopFGTFhVm3F8pp_7hPnGfb77MjZmWHDq-lEl2QqcFJrs9NxLMdqxhJWUwMskAvrBPgUFocdsBMa_rPJ__QU4H32GIriRUcPdXKFRCMP3t1dRhh_v6StWLNw
79,ASUS Zenbook DUO 2024 Dual 14-inch OLED,Asus,Laptops, A cutting-edge 14-inch 3K OLED touchscreen laptop that features a unique dual-screen setup for immense productivity and workflow flexibility.,169990.0,189990.0,10.5,4.9,4444,21,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTTHhbFvMHoWpRxau3HwKlYUrQ_Kf3KZ2BdZFFZDt2Vat4dkyaq3HFVS8Sh0fTxNPy765DFSYcVdwxaMVlWZr-q-oo_8_JKHbdxdmQJHumlR0Vg6-law9m0
80,"Redmi Note 13 Pro+ 5G (256GB, 200MP OIS)",Redmi,Mobiles,"Highly rated for its performance, driven by the MediaTek Dimensity 8500 Ultra chipset.",27999.0,31999.0,12.5,3.9,2209,48,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTARpvxSDkkvOzrSM33mUBc87oqbYb0n2nYQHOrZmQZTNYwH33KONnsDmtxJTxQ4FOwacbENZxAbySjVUXRL59L3kPs0lLcFaSpal4uwnakU5wvb6CostaW
81,Google Pixel Buds Pro 2 with Tensor A1 Chip,Google,Headphones,"Best-in-class true wireless for Android users, offering deep Google Assistant integration, twist-to-adjust fit, and excellent ANC. [1, 2, 3]",22900.0,22900.0,0.0,4.3,2382,71,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS_2pGGEvdsFWkXgyRRepldYn5jjmHYHCQ1rNht1Q5B4TuALCY9fyISzLHFh-i1VcHzYncFhzsDy7fAe8Digh7l1q8djrhrDmUcvsyJUN1QdmiikuLUtDuwheY
82,Apple iPhone 16 128GB (Teal/Black/Ultramarine),Apple,Mobiles,Apple iPhone 16 128GB Super Retina XDR Display A18 Chip Dual Camera 5G Smartphone,79900.0,79900.0,0.0,4.8,2541,35,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTywAcTpUvs9YnCfePwb4PVt_U21fCkbQAHKUYjUpv0vg&s=10
83,Samsung Galaxy S24+ 256GB (Snapdragon/Exynos),Samsung,Mobiles,Samsung Galaxy S25 AI Smartphone Snapdragon Processor AMOLED Display 256GB,84999.0,99999.0,15.0,4.8,1988,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRByC5j43Toqeiynapswgickv2XS31zHa5b33hOGhT7w&s=10
84,OnePlus 13 5G 256GB (Hasselblad Triple Camera),OnePlus,Mobiles,OnePlus 13 Flagship Smartphone Snapdragon Elite Processor 256GB Storage,69999.0,74999.0,6.7,4.7,1672,40,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSr3_4L8nnVp9onfPnKDeAD3YNfogPN95BLkKZJb-781A&s=10
85,Google Pixel 9 128GB (50MP Advanced Dual Camera),Google,Mobiles,Google Pixel 10 5G Smartphone Tensor Processor AI Camera 128GB,79999.0,89999.0,11.1,4.9,1015,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2T-peyuttINEZeI4vgMR6mducfzT1m0LI72poit1owQ&s=10
86,"Nothing Phone 2 5G (256GB, 12GB RAM)",Nothing,Mobiles,Nothing Phone 3 Transparent Design AMOLED Display 5G Smartphone,44999.0,49999.0,10.0,4.6,934,48,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtlvNcKUNtaDZPCy-KkS_mbw6Of70C0yCf-8PdLb2X-Q&s=10
87,"Xiaomi 14 5G (512GB, Leica Summilux Lens)",Xiaomi,Mobiles,Xiaomi 15 Leica Camera Snapdragon Elite Processor 5G Smartphone,64999.0,69999.0,7.1,4.7,1266,37,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbLVEqY80tHJ-EeTXoUsuG8ErvQ_zh-YdQS5oIrjNfBw&s
88,"Realme GT 6 5G (256GB, 6000-nit Ultra Display)",Realme,Mobiles,Realme GT 8 Pro Gaming Smartphone AMOLED Display Fast Charging,42999.0,46999.0,8.5,4.5,1405,55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStl-JVlCfnzAF3dcXh7yTvj7fuArz_sdqAyc9JFz9gGw&s=10
89,"Motorola Edge 50 Fusion (256GB, Curved pOLED)",Motorola,Mobiles,Motorola Edge 60 Fusion Curved Display 5G Smartphone,22999.0,25999.0,11.5,4.5,1708,63,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk7Q1IBGMz54Zi1w-O19shW7Qc1tcjHvIUabTkPrry3w&s=10
90,"Apple MacBook Air 13-inch M3 (8GB, 256GB)",Apple,Laptops,Apple MacBook Air M4 Chip 13 Inch Laptop 16GB RAM 512GB SSD,109900.0,114900.0,4.4,4.9,863,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2ja6xvdSHJAd3tBZ6lB8SpElItQLIrcwtuEbYzj32BA&s=10
91,"Dell Inspiron 15 3530 (Core i5 1335U, 16GB, 512GB)",Dell,Laptops,Dell Inspiron 15 Intel Core i5 13th Gen 16GB RAM 512GB SSD Laptop,52990.0,64990.0,18.5,4.7,742,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQA6XuUqyc2NJpb7_JS0xYtAJagli6QOyEBNQSoCWrMBg&s
92,"HP Pavilion 15 (Core i5 13th Gen, 16GB, Backlit)",HP,Laptops,HP Pavilion 15 Ryzen 7 Laptop 16GB RAM 512GB SSD Windows 11,66990.0,77990.0,14.1,4.6,811,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYltZrDR-iouePruSi2iCJaYMXyvS6vuDoYr_wA9hpIA&s=10
93,"Lenovo IdeaPad Slim 5 (Core i5 13500H, 16GB, OLED)",Lenovo,Laptops,Lenovo IdeaPad Slim 5 Intel Core i5 Laptop Full HD IPS Display,68990.0,82990.0,16.9,4.6,990,28,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmpF7PkBQ1yLdGBh3iVRLnZBzJp-gU_4kOfiDswWz8rQ&s=10
94,"ASUS Vivobook 15 OLED (Ryzen 7 7730U, 16GB, 512GB)",ASUS,Laptops,ASUS VivoBook OLED Laptop Intel Core i7 16GB RAM 512GB SSD,64990.0,79990.0,18.8,4.8,611,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSREtZHHXuOn5SDtWFV-TeQ95s-WqkkMKeDE4_4d95vPw&s=10
95,"Acer Aspire 7 Gaming (Core i5 12th Gen, RTX 3050)",Acer,Laptops,Acer Aspire 7 Gaming Laptop RTX Graphics Ryzen Processor 16GB RAM,58990.0,74990.0,21.3,4.7,529,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8iOfj0EnkYLJNT8g56XopWbIZgynwKXVf0qWhX9NxSg&s
96,"MSI Thin 15 Gaming (Core i7 12th Gen, RTX 4050)",MSI,Laptops,MSI Thin 15 Gaming Laptop Intel Core i7 RTX 4050 16GB RAM 512GB SSD,72990.0,89990.0,18.9,4.8,624,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlMXkVaYX32n_wrC1C_l5UZNtgKap8b-QWPZlR1d8UUA&s
97,"Lenovo Legion 5 (Ryzen 7 7840HS, RTX 4060, WQXGA)",Lenovo,Laptops,Lenovo Legion 5 Gaming Laptop Ryzen 7 RTX 4060 16GB RAM,118990.0,139990.0,15.0,4.9,483,12,https://media-ik.croma.com/Croma%20Assets/Computers%20Peripherals/Laptop/Images/319616_0_ThCKC9MSR.png?updatedAt=1771321444363&tr=w-640
98,"ASUS ROG Strix G16 (Core i7 13650HX, RTX 4060)",ASUS,Laptops,ASUS ROG Strix G16 Gaming Laptop Intel Core i7 RTX 4060,139990.0,164990.0,15.2,4.9,451,10,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRGqeJcZT6UHYp4DZ-Yl8gMM6Z9gb1dRht9QpBnCLxAIx_g1iom2XyCI7fE2doCpoVxKPVn1Nf6FYXMLVOdjvpTyMTwt8WG6mt1RXPUv13Y&usqp=CAc
99,"HP Victus Gaming 16 (Ryzen 7 7840HS, RTX 4060)",HP,Laptops,HP Victus Gaming Laptop Ryzen 7 RTX 4050 16GB RAM,89990.0,104990.0,14.3,4.7,701,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmoeyY9RuTUcZ9w-wv07vulHD1oCAEEqtRi0gfCmhVcQ&s
100,"Dell Alienware m16 R2 (Core Ultra 9 185H, RTX 4070)",Dell,Laptops,Dell Alienware M16 Gaming Laptop Intel Core i9 RTX 4070,199990.0,234990.0,14.9,4.9,282,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQojImlM9HdWFQbbp3ytU1_o7ocwhSvSdCrcG4kbk7w0Q&s=10
